Run Name,Model,Accuracy,ROC-AUC,Failed PR-AUC,Failed Precision,Failed Recall,Failed F1,Log Loss,Train Seconds,Predict ms/row,Run ID
xgboost-v1,XGBClassifier,0.9514933333333333,0.5082511194000703,0.05000886936411767,0.0,0.0,0.0,0.19551198184490204,1.625196542001504,0.007265916666753279,7c79a89925ce4f42b10df8ac100405d4
xgboost-v1,XGBClassifier,0.9514933333333333,0.5082511194000703,0.05000886936411767,0.0,0.0,0.0,0.19551198184490204,1.6907787090021884,0.005843203333400501,45a5daef471543f1abbd80a52c215524
random-forest-v1,RandomForestClassifier,0.9514933333333333,0.5063255292580293,0.049361997548631575,0.0,0.0,0.0,0.19754112829965617,59.86892149999767,0.021640415546717123,882f6fe1598d4c37a61b6d18fd4b7025
logistic-regression-v1,LogisticRegression,0.9514933333333333,0.4974979484617982,0.04761048451726059,0.0,0.0,0.0,0.19439736423450105,,,71d0e7fd34f847b283b369ff6459dc85
dummy-baseline,DummyClassifier,0.9514933333333333,0.5,0.04850666666666666,0.0,0.0,0.0,1.7483574803947761,,,a66d8e0d65e04b67b544d475ee415e8c
